$VISION
* File: C:\Users\gdt5762\Documents\MyFirstSim.inpx
* Comment: 
* Date: 5/2/2021 12:40:21 PM
* PTV Vissim: 2020.00 [13]
* 
* Table: Vehicles In Network
* 
* SIMSEC: SimSec, Simulation second (Simulation time [s]) [s]
* NO: No, Number (Unique vehicle number)
* COORDFRONTX: CoordFrontX, Coordinate front (x) (X-coordinate of vechicle’s front end)
* COORDFRONTY: CoordFrontY, Coordinate front (y) (Y-coordinate of vechicle’s front end)
* COORDFRONTZ: CoordFrontZ, Coordinate front (z) (Z-coordinate of vechicle’s front end) [m]
* SPEED: Speed, Speed (Speed at the end of the time step) [km/h]
* ORIENTATIONANGLE: OrientationAngle, Orientation angle
* 
* SimSec;No;CoordFrontX;CoordFrontY;CoordFrontZ;Speed;OrientationAngle
* Simulation second;Number;Coordinate front (x);Coordinate front (y);Coordinate front (z);Speed;Orientation angle
*
$VEHICLE:SIMSEC;NO;COORDFRONTX;COORDFRONTY;COORDFRONTZ;SPEED;ORIENTATIONANGLE
41.40;31;-38.957;123.201;0.000;52.43;0.25
41.40;32;-60.335;123.109;0.000;52.62;0.25
41.40;33;-83.439;123.010;0.000;52.48;0.25
41.40;34;107.254;262.907;0.000;51.81;246.13
41.40;35;210.458;135.213;0.000;41.32;181.07
41.50;6;43.684;113.534;0.000;14.34;244.82
41.50;11;18.322;51.102;0.000;56.32;247.67
41.50;14;188.520;128.405;0.000;51.83;1.64
41.50;15;73.939;129.116;0.000;0.00;181.32
41.50;16;150.393;127.316;0.000;50.22;1.64
41.50;17;130.878;126.758;0.000;48.94;1.64
41.50;18;111.205;126.196;0.000;42.00;1.64
41.50;19;2.379;131.182;0.000;51.34;182.11
41.50;20;62.619;134.893;0.000;4.69;287.61
41.50;21;23.478;131.964;0.000;48.56;181.91
41.50;22;34.696;90.852;0.000;44.26;248.12
41.50;23;58.729;129.717;0.000;6.10;65.83
41.50;24;55.613;122.794;0.000;8.60;66.48
41.50;25;46.853;132.451;0.000;51.09;180.46
41.50;26;46.856;101.952;0.000;37.16;67.43
41.50;27;107.962;136.302;0.000;47.77;172.36
41.50;28;-5.180;123.356;0.000;49.56;1.47
41.50;29;34.590;73.114;0.000;54.83;56.68
41.50;30;84.456;203.940;0.000;51.63;255.82
41.50;31;-37.502;123.207;0.000;52.36;0.25
41.50;32;-58.875;123.115;0.000;52.54;0.25
41.50;33;-81.982;123.016;0.000;52.40;0.25
41.50;34;106.673;261.593;0.000;51.67;246.13
41.50;35;209.302;135.192;0.000;41.91;181.07
41.60;6;43.536;113.147;0.000;15.46;245.29
41.60;11;17.728;49.654;0.000;56.40;247.67
41.60;14;189.960;128.446;0.000;51.89;1.64
41.60;15;73.939;129.116;0.000;0.00;181.32
41.60;16;151.790;127.356;0.000;50.40;1.64
41.60;17;132.246;126.797;0.000;49.60;1.64
41.60;18;112.379;126.230;0.000;42.55;1.64
41.60;19;0.953;131.129;0.000;51.41;182.11
41.60;20;62.688;134.766;0.000;5.60;288.02
41.60;21;22.130;131.913;0.000;48.55;181.98
41.60;22;34.225;89.709;0.000;44.76;247.99
41.60;23;58.802;129.879;0.000;6.74;65.83
41.60;24;55.710;123.010;0.000;8.42;66.44
41.60;25;45.435;132.435;0.000;51.06;180.51
41.60;26;47.245;102.896;0.000;36.32;67.46
41.60;27;106.655;136.478;0.000;47.19;172.35
41.60;28;-3.810;123.393;0.000;49.07;1.49
41.60;29;35.431;74.379;0.000;54.58;56.58
41.60;30;84.109;202.556;0.000;51.16;255.85
41.60;31;-36.048;123.214;0.000;52.30;0.25
41.60;32;-57.416;123.122;0.000;52.46;0.25
41.60;33;-80.528;123.022;0.000;52.31;0.25
41.60;34;106.093;260.282;0.000;51.53;246.13
41.60;35;208.130;135.170;0.000;42.49;181.07
41.70;6;43.375;112.732;0.000;16.57;245.71
41.70;11;17.132;48.203;0.000;56.49;247.67
41.70;14;191.402;128.487;0.000;51.95;1.64
41.70;15;73.939;129.116;0.000;0.00;181.32
41.70;16;153.191;127.396;0.000;50.52;1.64
41.70;17;133.632;126.837;0.000;50.26;1.64
41.70;18;113.569;126.264;0.000;43.11;1.64
41.70;19;-0.475;131.076;0.000;51.48;182.11
41.70;20;62.779;134.621;0.000;6.57;288.66
41.70;21;20.782;131.862;0.000;48.55;182.02
41.70;22;33.749;88.553;0.000;45.26;247.89
41.70;23;58.883;130.059;0.000;7.46;65.82
41.70;24;55.805;123.222;0.000;8.38;66.40
41.70;25;44.016;132.416;0.000;51.04;180.59
41.70;26;47.627;103.818;0.000;35.56;67.48
41.70;27;105.364;136.652;0.000;46.61;172.34
41.70;28;-2.456;123.430;0.000;48.50;1.51
41.70;29;36.268;75.638;0.000;54.26;56.53
41.70;30;83.765;201.183;0.000;50.70;255.87
41.70;31;-34.596;123.220;0.000;52.24;0.25
41.70;32;-55.960;123.128;0.000;52.37;0.25
41.70;33;-79.076;123.028;0.000;52.22;0.25
41.70;34;105.514;258.975;0.000;51.41;246.13
41.70;35;206.942;135.147;0.000;43.06;181.07
41.70;37;116.438;283.663;0.000;52.03;246.13
41.80;6;43.203;112.288;0.000;17.68;246.09
41.80;11;16.536;46.751;0.000;56.57;247.67
41.80;14;192.845;128.529;0.000;52.01;1.64
41.80;15;73.939;129.116;0.000;0.00;181.32
41.80;16;154.594;127.436;0.000;50.57;1.64
41.80;17;135.035;126.877;0.000;50.80;1.64
41.80;18;114.773;126.298;0.000;43.66;1.64
41.80;19;-1.906;131.023;0.000;51.56;182.11
41.80;20;62.895;134.458;0.000;7.62;289.53
41.80;21;19.435;131.812;0.000;48.54;182.05
41.80;22;33.268;87.384;0.000;45.75;247.83
41.80;23;58.973;130.258;0.000;8.26;65.82
41.80;24;55.901;123.436;0.000;8.47;66.37
41.80;25;42.599;132.396;0.000;51.02;180.65
41.80;26;48.000;104.722;0.000;34.87;67.50
41.80;27;104.089;136.824;0.000;46.03;172.33
41.80;28;-1.117;123.466;0.000;47.94;1.52
41.80;29;37.099;76.889;0.000;53.87;56.49
41.80;30;83.424;199.823;0.000;50.27;255.88
41.80;31;-33.146;123.226;0.000;52.18;0.25
41.80;32;-54.507;123.134;0.000;52.29;0.25
41.80;33;-77.627;123.035;0.000;52.13;0.25
41.80;34;104.936;257.669;0.000;51.45;246.13
41.80;35;205.739;135.125;0.000;43.63;181.07
41.80;36;224.510;135.476;0.000;43.64;181.07
41.80;37;115.853;282.340;0.000;52.13;246.13
41.90;6;43.018;111.816;0.000;18.77;246.43
41.90;11;15.938;45.296;0.000;56.65;247.67
41.90;14;194.290;128.570;0.000;52.06;1.64
41.90;15;73.939;129.116;0.000;0.00;181.32
41.90;16;155.999;127.476;0.000;50.63;1.64
41.90;17;136.452;126.918;0.000;51.25;1.64
41.90;18;115.993;126.333;0.000;44.21;1.64
41.90;19;-3.338;130.971;0.000;51.63;182.11
41.90;20;63.026;134.270;0.000;8.66;290.45
41.90;21;18.087;131.762;0.000;48.54;182.07
41.90;22;32.783;86.202;0.000;46.24;247.79
41.90;23;59.072;130.478;0.000;9.13;65.81
41.90;24;55.998;123.654;0.000;8.69;66.34
41.90;25;41.182;132.371;0.000;51.00;180.75
41.90;26;48.367;105.610;0.000;34.25;67.51
41.90;27;102.830;136.994;0.000;45.46;172.33
41.90;28;0.207;123.502;0.000;47.38;1.53
41.90;29;37.924;78.130;0.000;53.41;56.47
41.90;30;83.085;198.474;0.000;49.85;255.89
41.90;31;-31.698;123.232;0.000;52.11;0.25
41.90;32;-53.055;123.140;0.000;52.21;0.25
41.90;33;-76.180;123.041;0.000;52.04;0.25
41.90;34;104.357;256.360;0.000;51.61;246.13
41.90;35;204.519;135.102;0.000;44.20;181.07
41.90;36;223.298;135.453;0.000;43.64;181.07
41.90;37;115.266;281.015;0.000;52.23;246.13
42.00;6;42.822;111.317;0.000;19.87;246.73
42.00;11;15.340;43.839;0.000;56.74;247.67
42.00;14;195.736;128.611;0.000;52.12;1.64
42.00;15;73.939;129.116;0.000;0.00;181.32
42.00;16;157.406;127.516;0.000;50.68;1.64
42.00;17;137.880;126.958;0.000;51.61;1.64
42.00;18;117.228;126.368;0.000;44.75;1.64
42.00;19;-4.772;130.918;0.000;51.70;182.11
42.00;20;63.173;134.057;0.000;9.70;291.39
42.00;21;16.740;131.712;0.000;48.54;182.09
42.00;22;32.292;85.007;0.000;46.73;247.76
42.00;23;59.182;130.722;0.000;10.07;65.81
42.00;24;56.099;123.878;0.000;9.03;66.31
42.00;25;39.766;132.345;0.000;50.98;180.83
42.00;26;48.728;106.483;0.000;33.77;67.52
42.00;27;101.586;137.162;0.000;44.88;172.33
42.00;28;1.515;123.537;0.000;46.82;1.53
42.00;29;38.740;79.360;0.000;52.88;56.45
42.00;30;82.749;197.137;0.000;49.45;255.89
42.00;31;-30.251;123.206;0.000;52.05;359.85
42.00;32;-51.606;123.147;0.000;52.13;0.25
42.00;33;-74.736;123.047;0.000;51.95;0.25
42.00;34;103.776;255.045;0.000;51.88;246.13
42.00;35;203.283;135.079;0.000;44.76;181.07
42.00;36;222.086;135.431;0.000;43.64;181.07
42.00;37;114.679;279.687;0.000;52.33;246.13
42.10;6;42.614;110.790;0.000;20.95;246.98
42.10;11;14.741;42.380;0.000;56.82;247.67
42.10;14;197.184;128.653;0.000;52.18;1.64
42.10;15;73.939;129.116;0.000;0.00;181.32
42.10;16;158.813;127.556;0.000;50.73;1.64
42.10;17;139.317;126.999;0.000;51.90;1.64
42.10;18;118.478;126.404;0.000;45.29;1.64
42.10;19;-6.208;130.865;0.000;51.78;182.11
42.10;20;63.335;133.821;0.000;10.73;292.35
42.10;21;15.392;131.662;0.000;48.54;182.10
42.10;22;31.797;83.800;0.000;47.21;247.73
42.10;23;59.302;130.990;0.000;11.09;65.81
42.10;24;56.204;124.113;0.000;9.47;66.28
42.10;25;38.351;132.314;0.000;50.95;180.95
42.10;26;49.084;107.345;0.000;33.39;67.52
42.10;27;100.354;137.263;0.000;44.30;173.07
42.10;28;2.807;123.571;0.000;46.25;1.53
42.10;29;39.548;80.577;0.000;52.28;56.44
42.10;30;82.244;195.865;0.000;49.07;253.87
42.10;31;-28.806;123.180;0.000;51.99;359.58
42.10;32;-50.160;123.153;0.000;52.04;0.25
42.10;33;-73.294;123.053;0.000;51.86;0.25
42.10;34;103.190;253.723;0.000;52.24;246.13
42.10;35;202.033;135.056;0.000;45.32;181.07
42.10;36;220.874;135.408;0.000;43.65;181.07
42.10;37;114.090;278.356;0.000;52.42;246.13
42.20;6;42.394;110.234;0.000;22.03;247.20
42.20;11;14.133;40.922;0.000;56.91;247.58
42.20;14;198.634;128.694;0.000;52.24;1.64
42.20;15;73.939;129.116;0.000;0.00;181.32
42.20;16;160.223;127.597;0.000;50.79;1.64
42.20;17;140.761;127.041;0.000;52.11;1.64
42.20;18;119.743;126.440;0.000;45.82;1.64
42.20;19;-7.647;130.811;0.000;51.85;182.11
42.20;20;63.511;133.560;0.000;11.74;293.28
42.20;21;14.045;131.612;0.000;48.56;182.10
42.20;22;31.296;82.581;0.000;47.69;247.72
42.20;23;59.435;131.284;0.000;12.12;65.80
42.20;24;56.314;124.360;0.000;10.01;66.25
42.20;25;36.936;132.282;0.000;50.93;181.05
42.20;26;49.437;108.198;0.000;33.09;67.53
42.20;27;99.128;137.184;0.000;43.73;175.69
42.20;28;4.083;123.606;0.000;45.69;1.53
42.20;29;40.346;81.780;0.000;51.68;56.44
42.20;30;81.686;194.623;0.000;48.70;251.73
42.20;31;-27.363;123.155;0.000;51.93;359.41
42.20;32;-48.715;123.159;0.000;51.96;0.25
42.20;33;-71.855;123.059;0.000;51.77;0.25
42.20;34;102.602;252.392;0.000;52.52;246.13
42.20;35;200.766;135.032;0.000;45.87;181.07
42.20;36;219.662;135.385;0.000;43.66;181.07
42.20;37;113.500;277.023;0.000;52.52;246.13
42.30;6;42.163;109.652;0.000;23.11;247.38
42.30;11;13.523;39.463;0.000;56.99;247.50
42.30;14;200.085;128.736;0.000;52.30;1.64
42.30;15;73.939;129.116;0.000;0.00;181.32
42.30;16;161.634;127.637;0.000;50.84;1.64
42.30;17;142.210;127.082;0.000;52.25;1.64
42.30;18;121.023;126.477;0.000;46.35;1.64
42.30;19;-9.087;130.758;0.000;51.92;182.11
42.30;20;63.701;133.275;0.000;12.74;294.19
42.30;21;12.696;131.563;0.000;48.61;182.11
42.30;22;30.791;81.350;0.000;48.16;247.71
42.30;23;59.579;131.604;0.000;13.14;65.80
42.30;24;56.431;124.622;0.000;10.62;66.22
42.30;25;35.522;132.244;0.000;50.91;181.20
42.30;26;49.787;109.045;0.000;32.86;67.53
42.30;27;97.920;137.119;0.000;43.15;177.49
42.30;28;5.344;123.640;0.000;45.13;1.54
42.30;29;41.136;82.969;0.000;51.08;56.43
42.30;30;81.144;193.387;0.000;48.36;250.29
42.30;31;-25.922;123.132;0.000;51.86;359.31
42.30;32;-47.273;123.165;0.000;51.88;0.25
42.30;33;-70.418;123.066;0.000;51.68;0.25
42.30;34;102.010;251.055;0.000;52.73;246.13
42.30;35;199.485;135.008;0.000;46.42;181.07
42.30;36;218.449;135.363;0.000;43.69;181.07
42.30;37;112.909;275.688;0.000;52.62;246.13
42.40;6;41.920;109.042;0.000;24.18;247.54
42.40;11;12.913;38.001;0.000;57.08;247.45
42.40;14;201.538;128.777;0.000;52.36;1.64
42.40;15;73.939;129.116;0.000;0.00;181.32
42.40;16;163.046;127.677;0.000;50.90;1.64
42.40;17;143.662;127.124;0.000;52.32;1.64
42.40;18;122.317;126.514;0.000;46.88;1.64
42.40;19;-10.529;130.705;0.000;52.00;182.11
42.40;20;63.918;132.975;0.000;13.73;295.26
42.40;21;11.345;131.513;0.000;48.69;182.11
42.40;22;30.280;80.106;0.000;48.64;247.70
42.40;23;59.734;131.949;0.000;14.15;65.80
42.40;24;56.556;124.899;0.000;11.30;66.18
42.40;25;34.109;132.205;0.000;50.89;181.30
42.40;26;50.135;109.886;0.000;32.70;67.53
42.40;27;96.730;137.063;0.000;42.57;178.74
42.40;28;6.589;123.673;0.000;44.56;1.54
42.40;29;41.916;84.144;0.000;50.48;56.43
42.40;30;80.613;192.157;0.000;48.03;249.33
42.40;31;-24.482;123.109;0.000;51.80;359.24
42.40;32;-45.833;123.172;0.000;51.79;0.25
42.40;33;-68.983;123.072;0.000;51.59;0.25
42.40;34;101.417;249.714;0.000;52.86;246.13
42.40;35;198.188;134.984;0.000;46.96;181.07
42.40;36;217.235;135.340;0.000;43.74;181.07
42.40;37;112.317;274.350;0.000;52.72;246.13
42.50;6;41.666;108.404;0.000;25.24;247.66
42.50;11;12.302;36.536;0.000;57.16;247.42
42.50;14;202.993;128.819;0.000;52.41;1.64
42.50;15;73.939;129.116;0.000;0.00;181.32
42.50;16;164.460;127.718;0.000;50.95;1.64
42.50;17;145.114;127.165;0.000;52.32;1.64
42.50;18;123.626;126.551;0.000;47.40;1.64
42.50;19;-11.974;130.652;0.000;52.07;182.11
42.50;20;64.173;132.667;0.000;14.71;296.70
42.50;21;9.992;131.463;0.000;48.79;182.11
42.50;22;29.765;78.850;0.000;49.11;247.70
42.50;23;59.900;132.321;0.000;15.15;65.81
42.50;24;56.689;125.195;0.000;12.05;66.14
42.50;25;32.696;132.265;0.000;50.87;180.24
42.50;26;50.481;110.725;0.000;32.61;67.53
42.50;27;95.555;137.015;0.000;41.99;179.61
42.50;28;7.819;123.706;0.000;44.00;1.54
42.50;29;42.687;85.306;0.000;49.88;56.43
42.50;30;80.090;190.934;0.000;47.72;248.68
42.50;31;-23.044;123.086;0.000;51.74;359.19
42.50;32;-44.396;123.178;0.000;51.71;0.25
42.50;33;-67.551;123.078;0.000;51.51;0.25
42.50;34;100.822;248.370;0.000;52.95;246.13
42.50;35;196.876;134.959;0.000;47.50;181.07
42.50;36;216.019;135.317;0.000;43.81;181.07
42.50;37;111.724;273.009;0.000;52.82;246.13
42.60;6;41.400;107.739;0.000;26.30;247.76
42.60;11;11.690;35.070;0.000;57.24;247.40
42.60;14;204.449;128.860;0.000;52.47;1.64
42.60;15;73.939;129.116;0.000;0.00;181.32
42.60;16;165.876;127.758;0.000;51.00;1.64
42.60;17;146.566;127.206;0.000;52.25;1.64
42.60;18;124.949;126.589;0.000;47.92;1.64
42.60;19;-13.420;130.598;0.000;52.14;182.11
42.60;20;64.443;132.337;0.000;15.68;298.03
42.60;21;8.637;131.413;0.000;48.91;182.11
42.60;22;29.245;77.582;0.000;49.57;247.70
42.60;23;60.077;132.717;0.000;16.12;65.82
42.60;24;56.831;125.511;0.000;12.88;66.11
42.60;25;31.284;132.280;0.000;50.85;180.00
42.60;26;50.827;111.562;0.000;32.60;67.53
42.60;27;94.397;136.971;0.000;41.42;180.21
42.60;28;9.033;123.739;0.000;43.44;1.54
42.60;29;43.448;86.453;0.000;49.28;56.43
42.60;30;79.573;189.717;0.000;47.43;248.24
42.60;31;-21.608;123.063;0.000;51.68;359.16
42.60;32;-42.960;123.184;0.000;51.63;0.25
42.60;33;-66.122;123.084;0.000;51.42;0.25
42.60;34;100.226;247.024;0.000;53.05;246.13
42.60;35;195.550;134.934;0.000;48.03;181.07
42.60;36;214.801;135.294;0.000;43.91;181.07
42.60;37;111.130;271.666;0.000;52.92;246.13
42.70;6;41.123;107.047;0.000;27.36;247.84
42.70;11;11.078;33.601;0.000;57.33;247.39
42.70;14;205.907;128.902;0.000;52.53;1.64
42.70;15;73.939;129.116;0.000;0.00;181.32
42.70;16;167.293;127.799;0.000;51.06;1.64
42.70;17;148.016;127.248;0.000;52.16;1.64
42.70;18;126.287;126.627;0.000;48.43;1.64
42.70;19;-14.868;130.545;0.000;52.22;182.11
42.70;20;64.727;131.986;0.000;16.63;299.24
42.70;21;7.278;131.362;0.000;48.99;182.11
42.70;22;28.719;76.302;0.000;50.04;247.70
42.70;23;60.265;133.137;0.000;17.01;65.83
42.70;24;56.983;125.848;0.000;13.74;66.07
42.70;25;29.873;132.217;0.000;50.84;180.72
42.70;26;51.173;112.398;0.000;32.60;67.53
42.70;27;93.256;136.930;0.000;40.84;180.64
42.70;28;10.231;123.771;0.000;42.87;1.54
42.70;29;44.201;87.587;0.000;48.69;56.43
42.70;30;79.062;188.507;0.000;47.15;247.94
42.70;31;-20.174;123.041;0.000;51.61;359.15
42.70;32;-41.527;123.190;0.000;51.54;0.25
42.70;33;-64.695;123.090;0.000;51.33;0.25
42.70;34;99.630;245.675;0.000;53.14;246.13
42.70;35;194.208;134.909;0.000;48.56;181.07
42.70;36;213.579;135.272;0.000;44.03;181.07
42.70;37;110.535;270.321;0.000;53.02;246.13
42.80;6;40.838;106.328;0.000;28.41;247.94
42.80;11;10.464;32.130;0.000;57.41;247.38
42.80;14;207.366;128.944;0.000;52.59;1.64
42.80;15;73.939;129.116;0.000;0.00;181.32
42.80;16;168.711;127.839;0.000;51.11;1.64
42.80;17;149.464;127.289;0.000;52.15;1.64
42.80;18;127.639;126.666;0.000;48.94;1.64
42.80;19;-16.319;130.491;0.000;52.29;182.11
42.80;20;65.024;131.612;0.000;17.58;300.32
42.80;21;5.917;131.312;0.000;49.08;182.11
42.80;22;28.186;75.011;0.000;50.50;247.66
42.80;23;60.463;133.579;0.000;17.83;65.84
42.80;24;57.144;126.206;0.000;14.58;66.04
42.80;25;28.462;132.158;0.000;50.82;181.20
42.80;26;51.519;113.235;0.000;32.60;67.53
42.80;27;92.130;136.892;0.000;40.26;180.94
42.80;28;11.414;123.803;0.000;42.31;1.54
42.80;29;44.860;88.754;0.000;48.09;57.57
42.80;30;78.555;187.304;0.000;46.89;247.74
42.80;31;-18.741;123.019;0.000;51.54;359.14
42.80;32;-40.097;123.196;0.000;51.46;0.25
42.80;33;-63.270;123.096;0.000;51.24;0.25
42.80;34;99.032;244.324;0.000;53.23;246.13
42.80;35;192.852;134.884;0.000;49.09;181.07
42.80;36;212.355;135.249;0.000;44.18;181.07
42.80;37;109.938;268.973;0.000;53.12;246.13
42.90;6;40.544;105.579;0.000;29.45;248.07
42.90;11;9.850;30.657;0.000;57.50;247.38
42.90;14;208.827;128.985;0.000;52.65;1.64
42.90;15;73.939;129.116;0.000;0.00;181.32
42.90;16;170.131;127.880;0.000;51.17;1.64
42.90;17;150.912;127.331;0.000;52.14;1.64
42.90;18;129.004;126.705;0.000;49.44;1.64
42.90;19;-17.770;130.438;0.000;52.29;182.11
42.90;20;65.370;131.243;0.000;18.51;301.88
42.90;21;4.553;131.262;0.000;49.16;182.11
42.90;22;27.647;73.710;0.000;50.95;247.61
42.90;23;60.668;134.041;0.000;18.56;65.87
42.90;24;57.316;126.586;0.000;15.42;66.01
42.90;25;27.051;132.101;0.000;50.81;181.51
42.90;26;51.865;114.072;0.000;32.60;67.53
42.90;27;91.020;136.857;0.000;39.68;181.15
42.90;28;12.581;123.834;0.000;41.75;1.54
42.90;29;45.325;90.006;0.000;47.49;60.90
42.90;30;78.052;186.106;0.000;46.64;247.60
42.90;31;-17.311;122.998;0.000;51.45;359.15
42.90;32;-38.669;123.202;0.000;51.38;0.25
42.90;33;-61.848;123.103;0.000;51.15;0.25
42.90;34;98.433;242.971;0.000;53.32;246.13
42.90;35;191.482;134.858;0.000;49.61;181.07
42.90;36;211.125;135.226;0.000;44.35;181.07
42.90;37;109.341;267.622;0.000;53.22;246.13
43.00;6;40.240;104.804;0.000;30.49;248.17
43.00;11;9.235;29.182;0.000;57.58;247.37
43.00;14;210.290;129.027;0.000;52.71;1.64
43.00;15;73.939;129.116;0.000;0.00;181.32
43.00;16;171.553;127.920;0.000;51.22;1.64
43.00;17;152.359;127.372;0.000;52.13;1.64
43.00;18;130.383;126.744;0.000;49.86;1.64
43.00;19;-19.221;130.384;0.000;52.22;182.11
43.00;20;65.739;130.860;0.000;19.43;303.44
43.00;21;3.187;131.211;0.000;49.25;182.11
43.00;22;27.103;72.396;0.000;51.41;247.58
43.00;23;60.880;134.521;0.000;19.20;65.90
43.00;24;57.497;126.987;0.000;16.24;65.97
43.00;25;25.641;132.046;0.000;50.80;181.72
43.00;26;52.211;114.909;0.000;32.60;67.54
43.00;27;89.926;136.822;0.000;39.11;181.30
43.00;28;13.732;123.865;0.000;41.18;1.54
43.00;29;45.800;91.232;0.000;46.89;63.08
43.00;30;77.552;184.914;0.000;46.41;247.51
43.00;31;-15.884;123.049;0.000;51.36;0.02
43.00;32;-37.243;123.209;0.000;51.29;0.25
43.00;33;-60.429;123.109;0.000;51.06;0.25
43.00;34;97.833;241.616;0.000;53.41;246.13
43.00;35;190.097;134.832;0.000;50.13;181.07
43.00;36;209.890;135.203;0.000;44.56;181.07
43.00;37;108.742;266.269;0.000;53.31;246.13
43.10;6;39.925;104.003;0.000;31.53;248.25
43.10;11;8.618;27.705;0.000;57.67;247.36
43.10;14;211.754;129.069;0.000;52.77;1.64
43.10;15;73.939;129.116;0.000;0.00;181.32
43.10;16;172.976;127.961;0.000;51.28;1.64
43.10;17;153.806;127.413;0.000;52.12;1.64
43.10;18;131.772;126.784;0.000;50.21;1.64
43.10;19;-20.669;130.331;0.000;52.15;182.11
43.10;20;66.122;130.458;0.000;20.34;304.79
43.10;21;1.819;131.161;0.000;49.33;182.11
43.10;22;26.555;71.071;0.000;51.86;247.56
43.10;23;61.099;135.015;0.000;19.73;65.93
43.10;24;57.687;127.407;0.000;16.99;65.94
43.10;25;24.231;131.992;0.000;50.79;181.85
43.10;26;52.558;115.742;0.000;32.39;67.51
43.10;27;88.848;136.789;0.000;38.53;181.40
43.10;28;14.868;123.896;0.000;40.62;1.54
43.10;29;46.277;92.436;0.000;46.29;64.51
43.10;30;77.055;183.728;0.000;46.19;247.45
43.10;31;-14.459;123.094;0.000;51.25;0.57
43.10;32;-35.819;123.215;0.000;51.21;0.25
43.10;33;-59.012;123.115;0.000;50.97;0.25
43.10;34;97.233;240.258;0.000;53.50;246.13
43.10;35;188.697;134.806;0.000;50.64;181.07
43.10;36;208.649;135.179;0.000;44.81;181.07
43.10;37;108.142;264.914;0.000;53.41;246.13
43.20;6;39.599;103.174;0.000;32.56;248.31
43.20;11;7.998;26.227;0.000;57.75;247.32
43.20;14;213.220;129.111;0.000;52.82;1.64
43.20;15;73.939;129.116;0.000;0.00;181.32
43.20;16;174.400;128.002;0.000;51.33;1.64
43.20;17;155.253;127.455;0.000;52.11;1.64
43.20;18;133.170;126.824;0.000;50.48;1.64
43.20;19;-22.116;130.277;0.000;52.07;182.11
43.20;20;66.522;130.039;0.000;21.24;306.03
43.20;21;0.448;131.110;0.000;49.42;182.11
43.20;22;26.002;69.734;0.000;52.31;247.55
43.20;23;61.323;135.521;0.000;20.14;65.95
43.20;24;57.885;127.846;0.000;17.66;65.91
43.20;25;22.822;131.939;0.000;50.78;181.94
43.20;26;52.904;116.567;0.000;32.00;67.46
43.20;27;87.786;136.756;0.000;37.95;181.48
43.20;28;15.988;123.926;0.000;40.06;1.54
43.20;29;46.755;93.622;0.000;45.69;65.46
43.20;30;76.561;182.547;0.000;45.99;247.40
43.20;31;-13.038;123.137;0.000;51.13;0.92
43.20;32;-34.398;123.221;0.000;51.13;0.25
43.20;33;-57.597;123.121;0.000;50.88;0.25
43.20;34;96.631;238.898;0.000;53.59;246.13
43.20;35;187.284;134.780;0.000;51.15;181.07
43.20;36;207.401;135.156;0.000;45.08;181.07
43.20;37;107.541;263.556;0.000;53.51;246.13
43.30;6;39.263;102.319;0.000;33.59;248.35
43.30;11;7.376;24.747;0.000;57.83;247.29
43.30;14;214.687;129.153;0.000;52.88;1.64
43.30;15;73.939;129.116;0.000;0.00;181.32
43.30;16;175.826;128.042;0.000;51.38;1.64
43.30;17;156.700;127.496;0.000;52.10;1.64
43.30;18;134.575;126.864;0.000;50.68;1.64
43.30;19;-23.560;130.224;0.000;52.00;182.11
43.30;20;66.981;129.640;0.000;22.13;307.89
43.30;21;-0.925;131.060;0.000;49.50;182.11
43.30;22;25.444;68.385;0.000;52.76;247.54
43.30;23;61.550;136.038;0.000;20.48;66.01
43.30;24;58.090;128.301;0.000;18.26;65.88
43.30;25;21.412;131.886;0.000;50.77;182.00
43.30;26;53.245;117.379;0.000;31.45;67.40
43.30;27;86.741;136.725;0.000;37.38;181.53
43.30;28;17.092;123.955;0.000;39.49;1.54
43.30;29;47.231;94.790;0.000;45.09;66.09
43.30;30;76.068;181.371;0.000;45.80;247.38
43.30;31;-11.620;123.179;0.000;51.00;1.14
43.30;32;-32.979;123.227;0.000;51.04;0.25
43.30;33;-56.185;123.127;0.000;50.79;0.25
43.30;34;96.028;237.535;0.000;53.68;246.13
43.30;35;185.856;134.753;0.000;51.66;181.07
43.30;36;206.145;135.133;0.000;45.39;181.07
43.30;37;106.939;262.195;0.000;53.61;246.13
43.30;38;224.110;135.468;0.000;45.88;181.07
43.40;6;38.916;101.438;0.000;34.61;248.39
43.40;11;6.755;23.265;0.000;57.85;247.28
43.40;14;216.157;129.195;0.000;52.94;1.64
43.40;15;73.939;129.116;0.000;0.00;181.32
43.40;16;177.254;128.083;0.000;51.44;1.64
43.40;17;158.147;127.537;0.000;52.10;1.64
43.40;18;135.984;126.904;0.000;50.81;1.64
43.40;19;-25.003;130.171;0.000;51.93;182.11
43.40;20;67.453;129.222;0.000;23.01;309.47
43.40;21;-2.300;131.009;0.000;49.59;182.11
43.40;22;24.881;67.025;0.000;53.21;247.54
43.40;23;61.779;136.563;0.000;20.74;66.06
43.40;24;58.302;128.770;0.000;18.80;65.86
43.40;25;20.003;131.833;0.000;50.76;182.04
43.40;26;53.587;118.173;0.000;30.78;67.27
43.40;27;85.711;136.694;0.000;36.80;181.57
43.40;28;18.181;123.985;0.000;38.93;1.54
43.40;29;47.704;95.941;0.000;44.49;66.51
43.40;30;75.578;180.200;0.000;45.62;247.35
43.40;31;-10.206;123.219;0.000;50.86;1.28
