$VISION
* File: C:\Users\gdt5762\Documents\MyFirstSim.inpx
* Comment: 
* Date: 5/2/2021 12:40:21 PM
* PTV Vissim: 2020.00 [13]
* 
* Table: Vehicles In Network
* 
* SIMSEC: SimSec, Simulation second (Simulation time [s]) [s]
* NO: No, Number (Unique vehicle number)
* COORDFRONTX: CoordFrontX, Coordinate front (x) (X-coordinate of vechicle’s front end)
* COORDFRONTY: CoordFrontY, Coordinate front (y) (Y-coordinate of vechicle’s front end)
* COORDFRONTZ: CoordFrontZ, Coordinate front (z) (Z-coordinate of vechicle’s front end) [m]
* SPEED: Speed, Speed (Speed at the end of the time step) [km/h]
* ORIENTATIONANGLE: OrientationAngle, Orientation angle
* 
* SimSec;No;CoordFrontX;CoordFrontY;CoordFrontZ;Speed;OrientationAngle
* Simulation second;Number;Coordinate front (x);Coordinate front (y);Coordinate front (z);Speed;Orientation angle
*
$VEHICLE:SIMSEC;NO;COORDFRONTX;COORDFRONTY;COORDFRONTZ;SPEED;ORIENTATIONANGLE
8.90;5;-37.089;123.209;0.000;56.66;0.25
8.90;6;168.407;134.427;0.000;53.15;181.07
8.90;7;187.641;134.786;0.000;53.43;181.07
8.90;8;-78.620;123.030;0.000;50.45;0.25
8.90;9;-105.914;122.913;0.000;50.64;0.25
9.00;1;25.980;124.194;0.000;55.77;1.54
9.00;2;76.569;191.574;0.000;51.05;247.64
9.00;3;128.413;133.679;0.000;55.12;181.07
9.00;4;83.227;207.761;0.000;51.18;247.60
9.00;5;-35.514;123.216;0.000;56.72;0.25
9.00;6;166.952;134.185;0.000;53.15;183.65
9.00;7;186.157;134.759;0.000;53.42;181.07
9.00;8;-77.218;123.036;0.000;50.49;0.25
9.00;9;-104.507;122.919;0.000;50.71;0.25
9.10;1;27.527;124.236;0.000;55.70;1.54
9.10;2;76.030;190.263;0.000;51.05;247.64
9.10;3;126.886;133.650;0.000;54.85;181.07
9.10;4;82.686;206.446;0.000;51.18;247.62
9.10;5;-33.939;123.223;0.000;56.71;0.25
9.10;6;165.510;133.847;0.000;53.15;186.60
9.10;7;184.673;134.731;0.000;53.42;181.07
9.10;8;-75.815;123.042;0.000;50.53;0.25
9.10;9;-103.097;122.925;0.000;50.78;0.25
9.20;1;29.073;124.277;0.000;55.64;1.54
9.20;2;75.491;188.951;0.000;51.05;247.64
9.20;3;125.379;133.859;0.000;54.50;178.35
9.20;4;82.146;205.132;0.000;51.18;247.63
9.20;5;-32.364;123.230;0.000;56.65;0.25
9.20;6;164.067;133.524;0.000;53.15;188.46
9.20;7;183.189;134.703;0.000;53.42;181.07
9.20;8;-74.411;123.048;0.000;50.57;0.25
9.20;9;-101.686;122.931;0.000;50.85;0.25
9.30;1;30.617;124.319;0.000;55.57;1.54
9.30;2;74.951;187.640;0.000;51.05;247.64
9.30;3;123.886;134.095;0.000;54.09;176.13
9.30;4;81.605;203.817;0.000;51.18;247.63
9.30;5;-30.792;123.219;0.000;56.59;0.05
9.30;6;162.623;133.211;0.000;53.15;189.64
9.30;7;181.706;134.675;0.000;53.42;181.07
9.30;8;-73.006;123.054;0.000;50.61;0.25
9.30;9;-100.272;122.937;0.000;50.92;0.25
9.40;1;32.159;124.360;0.000;55.50;1.54
9.40;2;74.412;186.329;0.000;51.05;247.64
9.40;3;122.405;134.317;0.000;53.60;174.73
9.40;4;81.064;202.502;0.000;51.18;247.63
9.40;5;-29.221;123.189;0.000;56.53;359.70
9.40;6;161.179;132.903;0.000;53.15;190.38
9.40;7;180.222;134.648;0.000;53.42;181.07
9.40;8;-71.599;123.061;0.000;50.65;0.25
9.40;9;-98.857;122.943;0.000;50.99;0.25
9.50;1;33.699;124.401;0.000;55.44;1.53
9.50;2;73.872;185.017;0.000;51.05;247.64
9.50;3;120.939;134.529;0.000;53.04;173.85
9.50;4;80.523;201.187;0.000;51.18;247.64
9.50;5;-27.652;123.162;0.000;56.46;359.48
9.50;6;159.734;132.599;0.000;53.15;190.84
9.50;7;178.739;134.620;0.000;53.41;181.07
9.50;8;-70.192;123.067;0.000;50.68;0.25
9.50;9;-97.439;122.949;0.000;51.06;0.25
9.60;1;35.238;124.439;0.000;55.37;1.50
9.60;2;73.333;183.706;0.000;51.05;247.64
9.60;3;119.488;134.733;0.000;52.45;173.30
9.60;4;79.982;199.872;0.000;51.18;247.64
9.60;5;-26.084;123.135;0.000;56.40;359.34
9.60;6;158.289;132.297;0.000;53.15;191.14
9.60;7;177.255;134.592;0.000;53.41;181.07
9.60;8;-68.784;123.073;0.000;50.72;0.25
9.60;9;-96.020;122.955;0.000;51.13;0.25
9.70;1;36.775;124.476;0.000;55.31;1.46
9.70;2;72.793;182.394;0.000;51.05;247.64
9.70;3;118.052;134.932;0.000;51.87;172.95
9.70;4;79.442;198.557;0.000;51.18;247.64
9.70;5;-24.520;123.110;0.000;56.24;359.26
9.70;6;156.843;131.997;0.000;53.15;191.32
9.70;7;175.772;134.565;0.000;53.41;181.07
9.70;8;-67.374;123.079;0.000;50.76;0.25
9.70;9;-94.598;122.962;0.000;51.21;0.25
9.80;1;38.310;124.510;0.000;55.24;1.40
9.80;2;72.254;181.083;0.000;51.05;247.64
9.80;3;116.633;135.127;0.000;51.28;172.72
9.80;4;78.901;197.242;0.000;51.18;247.64
9.80;5;-22.961;123.085;0.000;56.00;359.20
9.80;6;155.397;131.698;0.000;53.15;191.44
9.80;7;174.289;134.537;0.000;53.41;181.07
9.80;8;-65.964;123.085;0.000;50.80;0.25
9.80;9;-93.175;122.968;0.000;51.28;0.25
9.80;10;-109.758;122.896;0.000;50.92;0.25
9.90;1;39.843;124.541;0.000;55.18;1.33
9.90;2;71.715;179.772;0.000;51.05;247.64
9.90;3;115.230;135.318;0.000;50.69;172.58
9.90;4;78.360;195.927;0.000;51.18;247.64
9.90;5;-21.410;123.060;0.000;55.69;359.17
9.90;6;153.951;131.399;0.000;53.15;191.51
9.90;7;172.805;134.509;0.000;53.40;181.07
9.90;8;-64.552;123.091;0.000;50.84;0.25
9.90;9;-91.750;122.974;0.000;51.35;0.25
9.90;10;-108.343;122.902;0.000;50.97;0.25
10.00;1;41.375;124.571;0.000;55.11;1.27
10.00;2;71.175;178.460;0.000;51.05;247.64
10.00;3;113.843;135.507;0.000;50.10;172.49
10.00;4;77.819;194.612;0.000;51.18;247.64
10.00;5;-19.869;123.036;0.000;55.31;359.15
10.00;6;152.505;131.100;0.000;53.15;191.56
10.00;7;171.322;134.481;0.000;53.40;181.07
10.00;8;-63.139;123.097;0.000;50.88;0.25
10.00;9;-90.323;122.980;0.000;51.35;0.25
10.00;10;-106.926;122.908;0.000;51.03;0.25
10.10;1;42.904;124.599;0.000;55.05;1.20
10.10;2;70.636;177.149;0.000;51.05;247.64
10.10;3;112.472;135.693;0.000;49.51;172.43
10.10;4;77.278;193.297;0.000;51.18;247.64
10.10;5;-18.339;123.013;0.000;54.86;359.14
10.10;6;151.059;130.802;0.000;53.15;191.59
10.10;7;169.839;134.454;0.000;53.40;181.07
10.10;8;-61.725;123.103;0.000;50.91;0.25
10.10;9;-88.898;122.986;0.000;51.28;0.25
10.10;10;-105.508;122.915;0.000;51.09;0.25
10.10;11;116.301;283.352;0.000;55.88;246.13
10.20;1;44.432;124.626;0.000;54.98;1.14
10.20;2;70.096;175.837;0.000;51.05;247.64
10.20;3;111.117;135.876;0.000;48.92;172.39
10.20;4;76.737;191.982;0.000;51.18;247.64
10.20;5;-16.822;123.010;0.000;54.33;359.37
10.20;6;149.611;130.522;0.000;53.15;191.40
10.20;7;168.356;134.426;0.000;53.39;181.07
10.20;8;-60.311;123.109;0.000;50.95;0.25
10.20;9;-87.475;122.992;0.000;51.21;0.25
10.20;10;-104.088;122.921;0.000;51.14;0.25
10.20;11;115.672;281.932;0.000;55.88;246.13
10.30;1;45.958;124.651;0.000;54.92;1.08
10.30;2;69.557;174.526;0.000;51.05;247.64
10.30;3;109.778;136.057;0.000;48.33;172.37
10.30;4;76.196;190.667;0.000;51.18;247.64
10.30;5;-15.322;123.063;0.000;53.75;0.17
10.30;6;148.126;130.543;0.000;53.15;187.61
10.30;7;166.874;134.398;0.000;53.38;181.07
10.30;8;-58.895;123.115;0.000;50.99;0.25
10.30;9;-86.053;122.998;0.000;51.13;0.25
10.30;10;-102.667;122.927;0.000;51.20;0.25
10.30;11;115.044;280.513;0.000;55.88;246.13
10.40;1;47.483;124.676;0.000;54.85;1.04
10.40;2;69.017;173.214;0.000;51.05;247.64
10.40;3;108.456;136.235;0.000;47.75;172.35
10.40;4;75.656;189.353;0.000;51.18;247.64
10.40;5;-13.837;123.111;0.000;53.17;0.67
10.40;6;146.646;130.545;0.000;53.15;185.23
10.40;7;165.391;134.370;0.000;53.38;181.07
10.40;8;-57.478;123.121;0.000;51.03;0.25
10.40;9;-84.634;123.004;0.000;51.06;0.25
10.40;10;-101.244;122.933;0.000;51.25;0.25
10.40;11;114.416;279.094;0.000;55.88;246.13
10.50;1;49.005;124.699;0.000;54.78;0.99
10.50;2;68.478;171.903;0.000;51.05;247.64
10.50;3;107.150;136.412;0.000;47.16;172.34
10.50;4;75.115;188.038;0.000;51.18;247.64
10.50;5;-12.369;123.155;0.000;52.59;0.99
10.50;6;145.168;130.536;0.000;53.15;183.72
10.50;7;163.909;134.343;0.000;53.36;181.07
10.50;8;-56.060;123.127;0.000;51.07;0.25
10.50;9;-83.217;123.011;0.000;50.99;0.25
10.50;10;-99.819;122.939;0.000;51.31;0.25
10.50;11;113.788;277.674;0.000;55.88;246.13
10.60;1;50.526;124.723;0.000;54.72;0.95
10.60;2;67.940;170.594;0.000;50.85;247.64
10.60;3;105.860;136.586;0.000;46.57;172.34
10.60;4;74.574;186.723;0.000;51.18;247.64
10.60;5;-10.917;123.197;0.000;52.01;1.18
10.60;6;143.691;130.519;0.000;53.15;182.77
10.60;7;162.427;134.315;0.000;53.35;181.07
10.60;8;-54.641;123.134;0.000;51.11;0.25
10.60;9;-81.801;123.017;0.000;50.92;0.25
10.60;10;-98.394;122.945;0.000;51.31;0.25
10.60;11;113.160;276.255;0.000;55.88;246.13
10.70;1;52.045;124.745;0.000;54.65;0.92
10.70;2;67.403;169.289;0.000;50.73;247.64
10.70;3;104.586;136.757;0.000;45.98;172.33
10.70;4;74.033;185.408;0.000;51.18;247.64
10.70;5;-9.481;123.238;0.000;51.43;1.31
10.70;6;142.215;130.497;0.000;53.15;182.18
10.70;7;160.946;134.287;0.000;53.33;181.07
10.70;8;-53.221;123.140;0.000;51.14;0.25
10.70;9;-80.388;123.023;0.000;50.85;0.25
10.70;10;-96.970;122.951;0.000;51.25;0.25
10.70;11;112.532;274.835;0.000;55.88;246.13
10.80;1;53.562;124.767;0.000;54.59;0.90
10.80;2;66.867;167.987;0.000;50.66;247.64
10.80;3;103.328;136.927;0.000;45.39;172.33
10.80;4;73.493;184.095;0.000;51.05;247.64
10.80;5;-8.061;123.277;0.000;50.85;1.39
10.80;6;140.739;130.472;0.000;53.15;181.80
10.80;7;159.465;134.260;0.000;53.31;181.07
10.80;8;-51.799;123.146;0.000;51.18;0.25
10.80;9;-78.976;123.029;0.000;50.78;0.25
10.80;10;-95.547;122.957;0.000;51.20;0.25
10.80;11;111.904;273.416;0.000;55.88;246.13
10.90;1;55.077;124.790;0.000;54.52;0.88
10.90;2;66.332;166.687;0.000;50.60;247.64
10.90;3;102.087;137.094;0.000;44.80;172.33
10.90;4;72.954;182.784;0.000;50.99;247.64
10.90;5;-6.657;123.316;0.000;50.27;1.44
10.90;6;139.262;130.446;0.000;53.15;181.56
10.90;7;157.984;134.232;0.000;53.29;181.07
10.90;8;-50.377;123.152;0.000;51.22;0.25
10.90;9;-77.567;123.035;0.000;50.71;0.25
10.90;10;-94.125;122.964;0.000;51.14;0.25
10.90;11;111.276;271.996;0.000;55.88;246.13
11.00;1;56.591;124.812;0.000;54.46;0.87
11.00;2;65.798;165.388;0.000;50.53;247.64
11.00;3;100.861;137.260;0.000;44.21;172.32
11.00;4;72.415;181.475;0.000;50.92;247.64
11.00;5;-5.269;123.354;0.000;49.69;1.48
11.00;6;137.786;130.418;0.000;53.15;181.41
11.00;7;156.503;134.204;0.000;53.36;181.07
11.00;8;-48.954;123.158;0.000;51.26;0.25
11.00;9;-76.159;123.041;0.000;50.64;0.25
11.00;10;-92.706;122.970;0.000;51.09;0.25
11.00;11;110.648;270.577;0.000;55.88;246.13
11.10;1;58.102;124.834;0.000;54.39;0.86
11.10;2;65.264;164.090;0.000;50.47;247.64
11.10;3;99.639;137.205;0.000;43.62;174.98
11.10;4;71.878;180.168;0.000;50.85;247.64
11.10;5;-3.897;123.391;0.000;49.11;1.50
11.10;6;136.310;130.389;0.000;53.15;181.32
11.10;7;155.019;134.176;0.000;53.50;181.07
11.10;8;-47.529;123.164;0.000;51.30;0.25
11.10;9;-74.753;123.047;0.000;50.57;0.25
11.10;10;-91.287;122.976;0.000;51.03;0.25
11.10;11;110.020;269.157;0.000;55.88;246.13
11.20;1;59.612;124.858;0.000;54.33;0.87
11.20;2;64.731;162.795;0.000;50.41;247.64
11.20;3;98.433;137.137;0.000;43.04;177.11
11.20;4;71.341;178.863;0.000;50.78;247.64
11.20;5;-2.542;123.427;0.000;48.53;1.51
11.20;6;134.834;130.360;0.000;53.15;181.26
11.20;7;153.530;134.149;0.000;53.72;181.07
11.20;8;-46.104;123.170;0.000;51.34;0.25
11.20;9;-73.350;123.053;0.000;50.50;0.25
11.20;10;-89.871;122.982;0.000;50.96;0.25
11.20;11;109.392;267.738;0.000;55.88;246.13
11.30;1;61.120;124.881;0.000;54.26;0.88
11.30;2;64.199;161.500;0.000;50.34;247.64
11.30;3;97.245;137.079;0.000;42.45;178.55
11.30;4;70.804;177.559;0.000;50.71;247.64
11.30;5;-1.202;123.464;0.000;47.95;1.52
11.30;6;133.357;130.331;0.000;53.15;181.22
11.30;7;152.034;134.121;0.000;54.01;181.07
11.30;8;-44.678;123.176;0.000;51.33;0.25
11.30;9;-71.948;123.059;0.000;50.43;0.25
11.30;10;-88.456;122.988;0.000;50.89;0.25
11.30;11;108.764;266.318;0.000;55.88;246.13
11.40;1;62.626;124.906;0.000;54.20;0.90
11.40;2;63.667;160.208;0.000;50.28;247.64
11.40;3;96.075;137.030;0.000;41.86;179.53
11.40;4;70.269;176.257;0.000;50.64;247.64
11.40;5;0.121;123.499;0.000;47.37;1.53
11.40;6;131.881;130.301;0.000;53.15;181.20
11.40;7;150.529;134.092;0.000;54.37;181.07
11.40;8;-43.253;123.183;0.000;51.29;0.25
11.40;9;-70.548;123.065;0.000;50.35;0.25
11.40;10;-87.044;122.994;0.000;50.82;0.25
11.40;11;108.136;264.899;0.000;55.88;246.13
11.50;1;64.130;124.931;0.000;54.13;0.91
11.50;2;63.136;158.917;0.000;50.21;247.64
11.50;3;94.921;136.985;0.000;41.27;180.19
11.50;4;69.734;174.957;0.000;50.57;247.64
11.50;5;1.428;123.534;0.000;46.79;1.53
11.50;6;130.405;130.271;0.000;53.15;181.19
11.50;7;149.013;134.064;0.000;54.80;181.07
11.50;8;-41.828;123.189;0.000;51.26;0.25
11.50;9;-69.151;123.071;0.000;50.28;0.25
11.50;10;-85.633;123.000;0.000;50.74;0.25
11.50;11;107.508;263.479;0.000;55.88;246.13
11.60;1;65.633;124.958;0.000;54.06;0.95
11.60;2;62.606;157.628;0.000;50.15;247.64
11.60;3;93.783;136.945;0.000;40.68;180.65
11.60;4;69.200;173.659;0.000;50.51;247.64
11.60;5;2.719;123.569;0.000;46.21;1.53
11.60;6;128.929;130.242;0.000;53.15;181.18
11.60;7;147.487;134.036;0.000;55.16;181.07
11.60;8;-40.405;123.195;0.000;51.22;0.25
11.60;9;-67.755;123.077;0.000;50.21;0.25
11.60;10;-84.225;123.006;0.000;50.67;0.25
11.60;11;106.879;262.060;0.000;55.88;246.13
11.70;1;67.133;124.986;0.000;54.00;0.98
11.70;2;62.076;156.341;0.000;50.09;247.64
11.70;3;92.662;136.907;0.000;40.09;180.96
11.70;4;68.667;172.362;0.000;50.44;247.64
11.70;5;3.994;123.603;0.000;45.63;1.54
11.70;6;127.453;130.212;0.000;53.15;181.17
11.70;7;145.951;134.007;0.000;55.44;181.07
11.70;8;-38.983;123.201;0.000;51.18;0.25
11.70;9;-66.361;123.083;0.000;50.14;0.25
11.70;10;-82.818;123.012;0.000;50.60;0.25
11.70;11;106.251;260.640;0.000;55.88;246.13
11.80;1;68.632;125.016;0.000;53.93;1.03
11.80;2;61.548;155.055;0.000;50.02;247.64
11.80;3;91.557;136.871;0.000;39.50;181.18
11.80;4;68.134;171.067;0.000;50.37;247.64
11.80;5;5.253;123.637;0.000;45.05;1.54
11.80;6;125.977;130.182;0.000;53.15;181.17
11.80;7;144.408;133.978;0.000;55.65;181.07
11.80;8;-37.562;123.207;0.000;51.14;0.25
11.80;9;-64.969;123.089;0.000;50.07;0.25
11.80;10;-81.414;123.018;0.000;50.53;0.25
11.80;11;105.623;259.221;0.000;55.88;246.13
11.90;1;70.130;125.047;0.000;53.94;1.08
11.90;2;61.019;153.770;0.000;49.96;247.64
11.90;3;90.468;136.837;0.000;38.92;181.33
11.90;4;67.602;169.774;0.000;50.30;247.64
11.90;5;6.496;123.671;0.000;44.47;1.54
11.90;6;124.500;130.152;0.000;53.15;181.16
11.90;7;142.861;133.949;0.000;55.79;181.07
11.90;8;-36.142;123.213;0.000;51.10;0.25
11.90;9;-63.579;123.095;0.000;50.00;0.25
11.90;10;-80.011;123.024;0.000;50.46;0.25
11.90;11;104.995;257.802;0.000;55.88;246.13
12.00;1;71.629;125.080;0.000;54.01;1.13
12.00;2;60.492;152.488;0.000;49.90;247.64
12.00;3;89.396;136.804;0.000;38.33;181.43
12.00;4;67.072;168.485;0.000;50.04;247.64
12.00;5;7.723;123.704;0.000;43.89;1.54
12.00;6;123.024;130.122;0.000;53.15;181.16
12.00;7;141.310;133.920;0.000;55.86;181.07
12.00;8;-34.723;123.219;0.000;51.06;0.25
12.00;9;-62.191;123.101;0.000;49.93;0.25
12.00;10;-78.610;123.030;0.000;50.39;0.25
12.00;11;104.367;256.382;0.000;55.88;246.13
12.10;1;73.130;125.115;0.000;54.07;1.20
12.10;2;59.965;151.207;0.000;49.83;247.64
12.10;3;88.340;136.772;0.000;37.74;181.50
12.10;4;66.546;167.205;0.000;49.62;247.64
12.10;5;8.933;123.736;0.000;43.30;1.54
12.10;6;121.548;130.092;0.000;53.15;181.16
12.10;7;139.759;133.891;0.000;55.90;181.07
12.10;8;-33.305;123.225;0.000;51.03;0.25
12.10;9;-60.806;123.107;0.000;49.86;0.25
12.10;10;-77.212;123.036;0.000;50.31;0.25
12.10;11;103.739;254.963;0.000;55.88;246.13
12.20;1;74.632;125.152;0.000;54.14;1.26
12.20;2;59.439;149.928;0.000;49.77;247.64
12.20;3;87.300;136.741;0.000;37.15;181.55
12.20;4;66.024;165.938;0.000;49.07;247.64
12.20;5;10.128;123.768;0.000;42.72;1.54
12.20;6;120.072;130.062;0.000;53.15;181.16
12.20;7;138.205;133.862;0.000;55.95;181.07
12.20;8;-31.888;123.232;0.000;50.99;0.25
12.20;9;-59.422;123.113;0.000;49.79;0.25
12.20;10;-75.815;123.042;0.000;50.24;0.25
12.20;11;103.111;253.543;0.000;55.88;246.13
12.30;1;76.136;125.193;0.000;54.20;1.35
12.30;2;58.915;148.654;0.000;49.40;247.64
12.30;3;86.277;136.710;0.000;36.56;181.59
12.30;4;65.509;164.686;0.000;48.40;247.64
12.30;5;11.306;123.800;0.000;42.14;1.54
12.30;6;118.596;130.033;0.000;53.15;181.16
12.30;7;136.651;133.833;0.000;55.99;181.07
12.30;8;-30.473;123.213;0.000;50.95;359.95
12.30;9;-58.040;123.119;0.000;49.72;0.25
12.30;10;-74.421;123.048;0.000;50.17;0.25
12.30;11;102.483;252.124;0.000;55.88;246.13
12.40;1;77.642;125.234;0.000;54.27;1.42
12.40;2;58.395;147.391;0.000;48.89;247.64
12.40;3;85.270;136.680;0.000;35.97;181.61
12.40;4;65.002;163.452;0.000;47.64;247.64
12.40;5;12.468;123.831;0.000;41.56;1.54
12.40;6;117.119;130.003;0.000;53.15;181.16
12.40;7;135.095;133.804;0.000;56.04;181.07
12.40;8;-29.058;123.186;0.000;50.90;359.66
12.40;9;-56.660;123.125;0.000;49.65;0.25
12.40;10;-73.028;123.054;0.000;50.10;0.25
12.40;11;101.855;250.704;0.000;55.88;246.13
12.50;1;79.150;125.278;0.000;54.33;1.49
12.50;2;57.878;146.145;0.000;48.28;247.59
12.50;3;84.279;136.651;0.000;35.38;181.63
12.50;4;64.503;162.239;0.000;46.81;247.64
12.50;5;13.614;123.862;0.000;40.98;1.54
12.50;6;115.646;129.973;0.000;52.96;181.16
12.50;7;133.538;133.775;0.000;56.09;181.07
12.50;8;-27.645;123.161;0.000;50.85;359.46
12.50;9;-55.282;123.131;0.000;49.57;0.25
12.50;10;-71.637;123.060;0.000;50.03;0.25
12.50;11;101.227;249.285;0.000;55.88;246.13
12.60;1;80.660;125.322;0.000;54.40;1.55
12.60;2;57.365;144.916;0.000;47.58;247.52
12.60;3;83.305;136.622;0.000;34.80;181.64
12.60;4;64.013;161.048;0.000;45.90;247.64
12.60;5;14.744;123.892;0.000;40.40;1.54
12.60;6;114.180;129.943;0.000;52.59;181.16
12.60;7;131.980;133.746;0.000;56.13;181.07
12.60;8;-26.234;123.138;0.000;50.79;359.34
12.60;9;-53.905;123.137;0.000;49.50;0.25
12.60;10;-70.249;123.066;0.000;49.95;0.25
12.60;11;100.599;247.865;0.000;55.88;246.13
12.70;1;82.171;125.366;0.000;54.46;1.58
12.70;2;56.849;143.711;0.000;46.80;247.33
12.70;3;82.347;136.594;0.000;34.21;181.65
12.70;4;63.533;159.881;0.000;44.92;247.64
12.70;5;15.858;123.922;0.000;39.82;1.54
12.70;6;112.727;129.914;0.000;52.09;181.16
12.70;7;130.420;133.716;0.000;56.18;181.07
12.70;8;-24.824;123.115;0.000;50.73;359.26
12.70;9;-52.531;123.143;0.000;49.43;0.25
12.70;10;-68.862;123.072;0.000;49.88;0.25
12.70;11;99.971;246.446;0.000;55.88;246.13
12.80;1;83.684;125.409;0.000;54.53;1.60
12.80;2;56.339;142.529;0.000;45.94;247.15
12.80;3;81.405;136.566;0.000;33.62;181.66
12.80;4;63.064;158.741;0.000;43.87;247.64
12.80;5;16.956;123.952;0.000;39.24;1.54
12.80;6;111.288;129.885;0.000;51.48;181.16
12.80;7;128.859;133.687;0.000;56.23;181.07
12.80;8;-23.416;123.092;0.000;50.66;359.21
12.80;9;-51.159;123.149;0.000;49.36;0.25
12.80;10;-67.478;123.078;0.000;49.81;0.25
12.80;11;99.343;245.026;0.000;55.88;246.13
12.90;1;85.199;125.453;0.000;54.59;1.61
12.90;2;55.833;141.371;0.000;45.02;246.95
12.90;3;80.480;136.539;0.000;33.03;181.67
12.90;4;62.606;157.628;0.000;42.75;247.64
12.90;5;18.037;123.981;0.000;38.66;1.54
12.90;6;109.869;129.856;0.000;50.77;181.16
12.90;7;127.297;133.658;0.000;56.27;181.07
12.90;8;-22.010;123.070;0.000;50.58;359.18
12.90;9;-49.789;123.154;0.000;49.29;0.25
12.90;10;-66.095;123.084;0.000;49.74;0.25
12.90;11;98.715;243.607;0.000;55.88;246.13
13.00;1;86.716;125.496;0.000;54.66;1.62
13.00;2;55.334;140.240;0.000;44.02;246.75
13.00;3;79.571;136.512;0.000;32.44;181.67
13.00;4;62.161;156.545;0.000;41.57;247.64
13.00;5;19.103;124.009;0.000;38.08;1.54
13.00;6;108.470;129.827;0.000;49.98;181.16
13.00;7;125.733;133.629;0.000;56.32;181.07
13.00;8;-20.607;123.048;0.000;50.49;359.16
13.00;9;-48.421;123.160;0.000;49.22;0.25
13.00;10;-64.714;123.090;0.000;49.67;0.25
13.00;11;98.086;242.187;0.000;55.88;246.13
13.10;1;88.234;125.540;0.000;54.73;1.63
13.10;2;54.844;139.135;0.000;42.96;246.58
13.10;3;78.679;136.486;0.000;31.85;181.67
13.10;4;61.728;155.492;0.000;40.40;247.64
13.10;5;20.152;124.038;0.000;37.50;1.54
13.10;6;107.090;129.800;0.000;49.35;181.16
13.10;7;124.168;133.599;0.000;56.37;181.07
13.10;8;-19.206;123.026;0.000;50.39;359.14
13.10;9;-47.055;123.166;0.000;49.15;0.25
13.10;10;-63.336;123.096;0.000;49.59;0.25
13.10;11;97.458;240.768;0.000;55.88;246.13
13.20;1;89.755;125.583;0.000;54.79;1.63
13.20;2;54.363;138.060;0.000;41.84;246.40
13.20;3;77.802;136.461;0.000;31.26;181.67
13.20;4;61.307;154.470;0.000;39.23;247.64
13.20;5;21.185;124.065;0.000;36.92;1.54
13.20;6;105.727;129.772;0.000;48.85;181.16
13.20;7;122.602;133.570;0.000;56.41;181.07
13.20;8;-17.808;123.004;0.000;50.29;359.13
13.20;9;-45.690;123.172;0.000;49.08;0.25
13.20;10;-61.959;123.102;0.000;49.52;0.25
13.20;11;96.830;239.348;0.000;55.88;246.13
13.30;1;91.277;125.627;0.000;54.86;1.63
13.30;2;53.893;137.014;0.000;40.74;246.26
13.30;3;76.942;136.435;0.000;30.67;181.67
13.30;4;60.898;153.477;0.000;38.07;247.64
13.30;5;22.203;124.093;0.000;36.34;1.54
13.30;6;104.375;129.745;0.000;48.45;181.16
13.30;7;121.035;133.541;0.000;56.46;181.07
13.30;8;-16.413;123.025;0.000;50.17;359.63
13.30;9;-44.328;123.178;0.000;49.01;0.25
13.30;10;-60.585;123.108;0.000;49.45;0.25
13.30;11;96.202;237.929;0.000;55.88;246.13
13.40;1;92.801;125.670;0.000;54.92;1.63
13.40;2;53.434;135.996;0.000;39.63;246.13
13.40;3;76.099;136.411;0.000;30.09;181.68
13.40;4;60.502;152.513;0.000;36.92;247.64
13.40;5;23.204;124.120;0.000;35.76;1.54
13.40;6;103.034;129.717;0.000;48.12;181.16
13.40;7;119.466;133.512;0.000;56.51;181.07
13.40;8;-15.021;123.073;0.000;50.05;0.30
13.40;9;-42.968;123.184;0.000;48.94;0.25
13.40;10;-59.212;123.114;0.000;49.38;0.25
13.40;11;95.574;236.510;0.000;55.88;246.13
13.50;1;94.327;125.714;0.000;54.99;1.64
13.50;2;52.987;135.007;0.000;38.53;246.03
13.50;3;75.272;136.424;0.000;29.50;181.18
13.50;4;60.118;151.580;0.000;35.77;247.64
13.50;5;24.189;124.146;0.000;35.18;1.54
13.50;6;101.701;129.690;0.000;47.87;181.16
13.50;7;117.896;133.482;0.000;56.55;181.07
13.50;8;-13.633;123.117;0.000;49.92;0.73
13.50;9;-41.609;123.190;0.000;48.88;0.25
13.50;10;-57.842;123.120;0.000;49.30;0.25
13.50;11;94.946;235.090;0.000;55.88;246.13
13.60;1;95.855;125.758;0.000;55.05;1.64
13.60;2;52.552;134.046;0.000;37.43;245.94
13.60;3;74.465;136.523;0.000;28.91;179.63
13.60;4;59.746;150.675;0.000;34.62;247.64
13.60;5;25.157;124.172;0.000;34.60;1.54
13.60;6;100.374;129.664;0.000;47.70;181.16
13.60;7;116.325;133.453;0.000;56.60;181.07
13.60;8;-12.249;123.159;0.000;49.77;1.01
13.60;9;-40.252;123.196;0.000;48.83;0.25
13.60;10;-56.473;123.126;0.000;49.25;0.25
13.60;11;94.318;233.671;0.000;55.88;246.13
13.70;1;97.384;125.801;0.000;55.12;1.64
13.70;2;52.130;133.112;0.000;36.34;245.87
13.70;3;73.707;136.801;0.000;28.32;175.94
13.70;4;59.386;149.801;0.000;33.49;247.64
13.70;5;26.110;124.198;0.000;34.02;1.54
13.70;6;99.051;129.637;0.000;47.59;181.16
13.70;7;114.752;133.423;0.000;56.65;181.07
13.70;8;-10.869;123.199;0.000;49.61;1.20
13.70;9;-38.897;123.201;0.000;48.77;0.25
